
0.007017234,-0.0014854197,-0.20427611,0.40582418,-0.24623066,-0.005708665,-0.0020896962,-0.16558705,0.45540047,-0.3054759,1.015702,0.052260224,0.19906433,-0.9723684,0.0025498818,-0.20738378,-0.9655816
0.0057631326,-0.0018831053,-0.2673593,0.5151881,-0.25827894,-0.0077192434,-6.9896814e-05,-0.21411242,0.5218155,-0.3346132,1.0211616,0.063888,0.19674538,-0.96316195,0.013909151,-0.20957807,-0.95669293
-0.0012015012,-0.003606775,-0.27289352,0.49667755,-0.25481728,-0.010109173,0.0061331876,-0.29944173,0.6607538,-0.38339114,1.0241755,0.07384354,0.19465038,-0.9508162,0.030581102,-0.21002488,-0.94796413
-0.004591912,-0.009309388,-0.27923372,0.45375565,-0.19229451,0.025246851,0.007897712,-0.39412767,0.8540769,-0.3920931,1.025763,0.08578865,0.19386195,-0.95101243,0.040314052,-0.20426415,-0.93152314
-0.038055394,-0.026443332,-0.3046628,0.4315537,-0.15458535,0.09214148,-0.018042503,-0.41994998,1.0069935,-0.3766103,1.0260286,0.10245553,0.18889517,-0.9535966,0.026651336,-0.20066157,-0.9027171
-0.102704465,-0.07164746,-0.38059285,0.5332263,-0.2991952,0.19300267,-0.073593564,-0.2837982,1.0394822,-0.41716638,1.0239426,0.12417684,0.17665802,-0.9521693,-0.024704909,-0.2086494,-0.8705564
-0.045762785,-0.17810455,-0.51801944,0.8141351,-0.40977088,0.3454213,-0.02628331,0.044103097,0.75197273,-0.6224871,1.0188168,0.14054735,0.15783353,-0.9371935,-0.12229064,-0.2277362,-0.84352773
-0.02377522,-0.2538254,-0.6296786,1.0988834,-0.4156974,0.22102778,0.08344838,0.23474486,0.40774906,-0.83079123,1.008985,0.14232707,0.111149594,-0.8958253,-0.2252841,-0.21717012,-0.8606858
-0.027357519,-0.28846106,-0.68787915,1.3388139,-0.6028599,0.081012815,0.0942085,0.253157,0.33531037,-0.65613,0.9992876,0.12601285,0.07262592,-0.84484816,-0.2629438,-0.114189655,-0.90037835
-0.059403267,-0.2692626,-0.6653652,1.4997617,-0.6188344,-0.04069046,0.09450255,0.30065832,0.23932377,-0.5099318,0.9922852,0.08051716,0.059125226,-0.7964844,-0.2591684,-0.075082004,-0.91155946
