0.32457906,-0.10219958,-0.613171,-0.4203122,-1.3792294,0.53238714,-0.0864456,0.0026530072,-0.0025433411,0.28934243,-0.21297233,-0.0006544892,-0.11183403,0.0032734354,-0.0028758592,0.25013247,-0.16299357,-0.0034002431,0.0004578628,0.0040244022,0.005987206,-0.0024592085,-0.0011781191,0.002782707,-0.000527426,-0.005565189,-0.00126761,0.00071650307,0.00049437856,0.78848803,-0.019024923,0.11796856,0.038668003,0.008842906,-0.11862392,0.03671495,0.0053808265,-0.001845705,-0.0005110649,-0.0045477636,0.0019474906,0.99998766
0.343806,-0.13893905,-0.20494094,0.45638362,-1.814853,0.4076666,-0.2243652,-0.0027960183,-0.05303346,0.41261965,-0.25332633,-3.8363552e-05,-0.2466936,-2.9479424e-05,-0.03801116,0.38973385,-0.20943251,-0.0076291435,-0.076946475,0.01819427,-0.110040806,0.07414803,-0.024394484,0.047126096,0.032851692,-0.026112553,-0.0032564292,0.041082993,0.11860623,0.77882326,-0.013984562,0.12054066,0.03525631,0.006347068,-0.11886235,0.03500101,0.0146567365,-0.0039686165,-0.0040479014,0.03275494,0.017547814,0.9993012
0.3211839,-0.15160233,-0.32892847,-0.40722823,-1.1726699,0.282117,-0.2752527,-0.00739471,-0.0829168,0.5106645,-0.3052465,-0.009580165,-0.29465753,0.0041603185,-0.03457404,0.48239815,-0.26039973,-0.0059460513,-0.115311235,0.027753554,-0.1235897,0.10035022,-0.06310906,0.08421401,0.06812326,-0.029024966,0.003297492,0.03649034,0.14132102,0.7724186,-0.011700389,0.122682124,0.03586231,0.00751474,-0.12143193,0.03540384,0.02073526,-0.0061929217,-0.0058794785,0.03783043,0.023926543,0.99898034
0.2530504,-0.16714378,-0.33823103,-0.48418257,-0.2920987,-0.27556503,-0.29326758,0.0027590569,-0.080847904,0.5998938,-0.36491114,-0.012791203,-0.30688423,0.017143767,-0.029289376,0.5585681,-0.31261563,-0.009751996,-0.13169187,0.03309135,-0.09258231,0.08570963,-0.07861158,0.08615229,0.07018935,-0.031351194,0.00792124,0.0072997003,0.108957134,0.7649359,-0.011797681,0.12151447,0.035513535,0.00733802,-0.12318361,0.0349574,0.024374835,-0.008608304,-0.009312405,0.030252205,0.02561233,0.9991707
0.22284286,-0.1198936,-0.28551027,-0.14973678,-0.2490399,-0.54629457,-0.3073218,0.023937818,-0.05005338,0.72428775,-0.3956603,-0.011165389,-0.3011387,0.030883003,-0.024468902,0.6233195,-0.35354507,-0.015195597,-0.1185397,0.030175254,-0.038072444,0.045512844,-0.05404366,0.05143949,0.060464036,-0.033496868,0.0055632116,-0.01491142,0.06376478,0.7583539,-0.01612321,0.1186168,0.04157628,0.008710678,-0.123112366,0.034958668,0.026436415,-0.010964574,-0.011490469,0.015295414,0.020058043,0.9996157
0.21837465,-0.077676624,-0.20627327,-0.062114235,-0.1624928,-0.093013935,-0.3411738,0.031997472,-0.037246477,0.879183,-0.5131205,-0.0129392035,-0.28326973,0.040286202,-0.02495351,0.6664041,-0.38435093,-0.018990986,-0.09416339,0.028528709,0.015304099,-0.0038631645,-0.024672855,0.012528437,0.050317664,-0.032058734,0.00011228098,-0.026834475,0.032840144,0.7533261,-0.014132223,0.113863565,0.055332147,0.009177043,-0.1230627,0.03495902,0.028443964,-0.012478293,-0.013623035,9.528514e-05,0.018144755,0.9997425
0.21023095,-0.029313555,-0.18461706,0.0734374,0.060656555,-0.0024922977,-0.38425714,0.026808,-0.02937919,1.0063144,-0.5916613,-0.014307501,-0.26293132,0.042347267,-0.02429984,0.7006951,-0.41126776,-0.021134805,-0.06859569,0.024148544,0.06451192,-0.03248059,-0.01101521,-0.006964015,0.01794361,-0.038234204,-0.0006081487,-0.022584578,0.024067765,0.74949354,-0.0005002344,0.10800902,0.06926969,0.009359316,-0.12302928,0.034980662,0.030775707,-0.013368037,-0.013274276,-0.013847632,0.017410217,0.9996644
0.21254416,-0.0016623241,-0.17327143,0.0361383,0.09126779,0.08157962,-0.43759108,0.020429505,-0.021153271,1.1016101,-0.6172915,-0.018194858,-0.24587156,0.042601246,-0.022196691,0.7292982,-0.43487164,-0.022013728,-0.036366574,0.023359265,0.10558006,-0.043821882,-0.011900392,-0.01688326,-0.012650066,-0.043492705,0.002877846,-0.011364412,0.01799397,0.74617577,0.022717189,0.102887034,0.08051899,0.009609086,-0.12299355,0.035000153,0.03360316,-0.013542877,-0.012518122,-0.024859348,0.016403977,0.999478
0.22125134,0.028664162,-0.16919206,0.01890232,0.13233429,0.061421804,-0.49073344,0.013783905,-0.015084321,1.1568885,-0.6088917,-0.021641498,-0.23081775,0.04126069,-0.017633878,0.7549924,-0.4567893,-0.021492358,0.0021433278,0.024641681,0.14136817,-0.042015612,-0.021070102,-0.025195848,-0.031760048,-0.046284657,0.008546871,0.00086189766,0.01557615,0.74319863,0.053181008,0.10012714,0.08717018,0.010053063,-0.12295284,0.03502094,0.03692199,-0.013151606,-0.01112271,-0.03411766,0.014628026,0.9992488
0.23351835,0.058058932,-0.16758035,-0.0032320847,0.164048,0.026225045,-0.53584903,0.007010674,-0.013057193,1.172843,-0.569253,-0.025117937,-0.2172381,0.03896289,-0.00958536,0.7788968,-0.47780478,-0.01968585,0.049213562,0.028084267,0.17325878,-0.034251094,-0.03237146,-0.03720928,-0.03784946,-0.042853408,0.012934947,0.009247063,0.015610817,0.7404624,0.08747109,0.10052305,0.08908357,0.010820037,-0.12289134,0.035035662,0.04071579,-0.012200921,-0.009117361,-0.042166773,0.01152246,0.9990025
