vx,vy,vz,wx,wy,wz,base1,shoulder1,elbow1,base2,shoulder2,elbow2,base3,shoulder3,elbow3,base4,shoulder4,elbow4,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,com_x,com_y,quat_x,quat_y,quat_z,quat_w
-0.013999999999999999,0.006999999999999999,0.18900000000000028,0.0499999854115834,0.0779999772420701,-0.012999996207011682,0.0,0.9,-1.8,0.0,0.9,-1.8,0.0,0.9,-1.8,0.0,0.9,-1.8,-0.013999999999999999,0.006999999999999999,0.18900000000000028,0.265,0.1881,0.12675,-0.26481,0.1881,-0.12675,-0.26481,-0.1881,0.12675,-0.26481,-0.1881,-0.12675,-0.26481,0.0,0.0,0.0,0.0,0.0,1.0
-0.0195,0.00825,0.28750000000000026,0.06899990106315734,0.06799990249702463,-0.036999946946910466,-0.00135,0.89578,-1.79659,-0.00121,0.8957,-1.79683,-0.00167,0.89476,-1.79465,-0.00155,0.89367,-1.793,-0.0195,0.00825,0.28750000000000026,0.26878,0.18877,0.12639,-0.26548,0.18882,-0.12707,-0.26524,-0.18742,0.12631,-0.26583,-0.18735,-0.12716,-0.26585,-0.00028,0.00014,0.0004999997811751438,0.0007799996586332241,-0.00012999994310553735,0.9999995623502873
-0.009750000000000002,0.00775,0.3499999999999989,0.025954922936327434,-0.049478568876157106,-0.049544968794129306,-0.00363,0.88005,-1.77017,-0.00259,0.87698,-1.76845,-0.00509,0.874,-1.76019,-0.00465,0.87348,-1.76148,-0.009750000000000002,0.00775,0.3499999999999989,0.2765,0.18946,0.12577,-0.27004,0.19006,-0.12745,-0.26982,-0.18645,0.12537,-0.27179,-0.18613,-0.12801,-0.2708,-0.00078,0.00033,0.0013799970319055756,0.001359997074921437,-0.0007399984084131348,0.9999978492069389
0.0135,0.005749999999999999,0.2574999999999994,-0.011139033318001456,-0.1474610143954992,-0.022188516930899453,-0.00679,0.87545,-1.74806,-6.999999999999997e-05,0.86873,-1.74428,-0.00525,0.86321,-1.73258,-0.0049,0.86227,-1.7343,0.0135,0.005749999999999999,0.2574999999999994,0.28278,0.18771,0.12489,-0.27392,0.18903,-0.12677,-0.27399,-0.18725,0.1253,-0.27632,-0.18675,-0.1281,-0.27522,-0.00067,0.00045,0.0010199988071630927,-0.00020999975441593081,-0.0011199986902182975,0.9999988305520514
0.028249999999999997,0.00425,0.15025000000000038,0.0018963925859319223,-0.09250187835799208,-9.392963277609761e-05,-0.01528,0.87477,-1.73167,0.00333,0.8687,-1.72794,-0.00587,0.85694,-1.71232,-0.00566,0.85459,-1.71154,0.028249999999999997,0.00425,0.15025000000000038,0.2868,0.18563,0.12252,-0.27723,0.18679,-0.12583,-0.27692,-0.18832,0.12511,-0.27964,-0.18777,-0.12833,-0.27884,-0.00024,0.00056,0.0011599969456740633,-0.0015899958134670351,-0.0011799968930132714,0.9999973669603994
0.03775,0.000750000000000002,0.06975000000000037,0.005958672476481098,0.02893771061673132,0.04754300028955771,-0.02088,0.87173,-1.71277,0.00821,0.86615,-1.70953,-0.00572,0.85134,-1.69523,-0.00569,0.85012,-1.69632,0.03775,0.000750000000000002,0.06975000000000037,0.28879,0.18382,0.12091,-0.28068,0.18492,-0.12445,-0.28025,-0.18915,0.12514,-0.28237,-0.18865,-0.12835,-0.28128,0.00046,0.00062,0.0010599964905694285,-0.002059993179785871,-0.0011199962919224151,0.999996689216442
0.037,-0.002500000000000001,0.03825000000000078,0.04395177475435545,0.1353473911339301,0.09723390442934218,-0.02321,0.86076,-1.69036,0.00764,0.85914,-1.69173,-0.00479,0.84441,-1.68186,-0.00496,0.84584,-1.68514,0.037,-0.002500000000000001,0.03825000000000078,0.28959,0.1837,0.12017,-0.28444,0.18435,-0.12459,-0.28305,-0.18909,0.12539,-0.28442,-0.18903,-0.12816,-0.28312,0.00127,0.00059,0.001279998264707529,-0.0010099986307457846,-0.0002299996881896341,0.9999986443027569
0.03225,-0.0022500000000000003,0.05249999999999977,0.03245437457848425,0.10940255277296247,0.07017274624694728,-0.02545,0.85405,-1.68068,0.00517,0.85323,-1.6803,-0.00439,0.83914,-1.67521,-0.00469,0.84005,-1.67423,0.03225,-0.0022500000000000003,0.05249999999999977,0.29032,0.1842,0.11949,-0.28615,0.18438,-0.12528,-0.28468,-0.18854,0.1255,-0.28545,-0.18894,-0.12809,-0.28487,0.00194,0.00052,0.0019399952872721728,0.0006499984209932538,0.0008199980080222586,0.999997570758852
0.029249999999999995,0.0032500000000000003,0.0889999999999988,-0.023001377213418057,0.0009830760343128898,-0.000983106034191875,-0.02573,0.85192,-1.67556,0.00466,0.85003,-1.67199,-0.00384,0.83427,-1.66504,-0.00421,0.83476,-1.66193,0.029249999999999995,0.0032500000000000003,0.0889999999999988,0.29169,0.18407,0.11939,-0.28698,0.18409,-0.12542,-0.28595,-0.1886,0.12565,-0.28701,-0.18919,-0.12796,-0.28685,0.00256,0.0005,0.0019299937408474488,0.0011799961731606165,0.0011699962055914588,0.9999967569157765
0.02549999999999999,0.012249999999999999,0.11999999999999927,-0.0014844924496001976,-0.04294460157591082,-0.029581069545276117,-0.02474,0.84916,-1.6647,0.00541,0.84498,-1.65789,-0.00386,0.83037,-1.65187,-0.00431,0.82989,-1.64802,0.02549999999999999,0.012249999999999999,0.11999999999999927,0.29388,0.18328,0.11963,-0.28861,0.18348,-0.12519,-0.28822,-0.18938,0.12563,-0.28908,-0.1898,-0.128,-0.28902,0.00311,0.00065,0.0014799975733239684,0.000669998901437202,0.0007999986882832262,0.9999983603540328
0.014500000000000006,0.018,0.13874999999999998,0.03948136422588875,0.03600845864587734,0.015526728176768815,-0.02622,0.84337,-1.64937,0.00366,0.83882,-1.64245,-0.00599,0.82519,-1.6374,-0.00654,0.82441,-1.6337,0.014500000000000006,0.018,0.13874999999999998,0.29649,0.1827,0.11914,-0.29111,0.18299,-0.12569,-0.29049,-0.18999,0.12501,-0.2915,-0.1903,-0.12866,-0.29107,0.00358,0.00099,0.00189999615365168,0.00031999935219396714,0.0005799988258515655,0.9999979756061473
-0.0024999999999999957,0.01725,0.13475000000000015,-0.06002466365853361,0.10126711984881215,0.10471266039119398,-0.02863,0.83073,-1.62951,0.00093,0.82922,-1.62659,-0.01213,0.81822,-1.62688,-0.00756,0.81336,-1.61505,-0.0024999999999999957,0.01725,0.13475000000000015,0.29943,0.18343,0.11835,-0.29439,0.18344,-0.12648,-0.29275,-0.1895,0.12319,-0.29361,-0.18982,-0.12897,-0.29387,0.00369,0.00137,0.0022699905601503844,0.001389994219651557,0.001109995384038294,0.9999958414759402
-0.013250000000000001,0.0125,0.10675000000000129,-0.02984817681877595,0.05811520781147134,0.15517414966865506,-0.02819,0.82015,-1.61671,0.00152,0.82326,-1.61694,-0.02418,0.81999,-1.63334,0.00852,0.81837,-1.61956,-0.013250000000000001,0.0125,0.10675000000000129,0.30188,0.18463,0.11843,-0.29635,0.18375,-0.1263,-0.29429,-0.18907,0.11967,-0.29351,-0.19062,-0.12424,-0.29445,0.00348,0.00168,0.0007000024004873478,0.0023500080587789537,0.0026700091561445982,0.9999934292333471
-0.01675,0.003749999999999999,0.08825000000000083,0.0008112550007592097,-0.01807688501691728,0.11198510510480138,-0.03233,0.81094,-1.60475,0.00132,0.82385,-1.61437,-0.05081,0.82629,-1.63343,0.01173,0.80668,-1.5961,-0.01675,0.003749999999999999,0.08825000000000083,0.3037,0.18556,0.11714,-0.29849,0.18319,-0.12636,-0.29466,-0.19089,0.11184,-0.29532,-0.19067,-0.12326,-0.2983,0.00316,0.00187,0.0016699940993367738,0.0025599909546719407,0.004209985124675341,0.9999864667040601
-0.013250000000000001,-0.0032499999999999977,0.08699999999999958,-0.05571807027907985,-0.0418043388418105,0.04157333056125202,-0.03106,0.80357,-1.59215,0.00684,0.8223,-1.60354,-0.05433,0.80839,-1.59526,0.01482,0.7969,-1.57628,-0.013250000000000001,-0.0032499999999999977,0.08699999999999958,0.30541,0.18587,0.11746,-0.30033,0.18202,-0.12472,-0.29673,-0.1913,0.11048,-0.30141,-0.19073,-0.12229,-0.30154,0.00281,0.00183,0.0007099969568175655,0.0019899914705168386,0.004909978954893306,0.9999857138704188
-0.005250000000000003,-0.005000000000000002,0.09349999999999914,0.026974675850917382,0.007130301546591532,0.004453650966015043,-0.03037,0.80047,-1.58636,0.00872,0.81317,-1.58412,-0.05383,0.80064,-1.57961,0.01558,0.79329,-1.56893,-0.005250000000000003,-0.005000000000000002,0.09349999999999914,0.30718,0.18592,0.11764,-0.30116,0.18178,-0.12414,-0.29983,-0.19135,0.1105,-0.30375,-0.19076,-0.12204,-0.30271,0.00263,0.00174,0.0005499976083131005,0.0017299924770575706,0.005039978083450958,0.9999856515218498
